log_id,user_id,action,resource,timestamp,purpose_of_use,result
L0008139,U0088,WRITE,model,2020-12-18 08:30:50,care,success
L0008140,U0042,READ,condition,2022-01-03 11:37:20,research,success
L0008141,U0004,READ,medication,2018-08-16 03:53:29,research,success
L0008142,U0069,READ,consent,2020-05-22 13:50:38,care,success
L0008143,U0090,READ,patient,2021-12-26 03:44:49,governance,denied
L0008144,U0012,READ,condition,2024-06-25 02:18:38,research,success
L0008145,U0056,READ,observation,2022-07-24 00:02:50,governance,success
L0008146,U0003,ADMIN,medication,2020-01-07 10:15:51,research,success
L0008147,U0033,ADMIN,consent,2025-02-12 16:30:46,population_health,success
L0008148,U0006,SCORE,model,2019-10-17 05:46:19,research,success
L0008149,U0008,WRITE,medication,2018-12-15 10:30:48,population_health,success
L0008150,U0091,WRITE,condition,2024-04-01 06:59:07,governance,success
L0008151,U0005,READ,consent,2024-03-11 20:41:25,population_health,success
L0008152,U0025,READ,model,2025-01-28 10:15:03,research,success
L0008153,U0093,READ,medication,2024-05-07 05:45:08,population_health,success
L0008154,U0056,SCORE,condition,2019-12-01 10:57:26,governance,success
L0008155,U0038,READ,condition,2025-06-02 15:02:11,research,success
L0008156,U0071,SCORE,model,2024-09-28 01:47:24,population_health,success
L0008157,U0054,ADMIN,encounter,2019-03-28 21:51:24,population_health,success
L0008158,U0064,READ,condition,2020-04-21 06:06:13,population_health,success
L0008159,U0009,READ,consent,2024-02-22 01:27:28,governance,success
L0008160,U0028,READ,encounter,2020-03-24 21:06:09,population_health,success
L0008161,U0038,SCORE,model,2018-01-30 22:33:42,population_health,success
L0008162,U0051,READ,observation,2021-07-17 03:12:00,research,success
L0008163,U0011,READ,encounter,2020-02-27 00:31:25,research,success
L0008164,U0031,READ,observation,2019-11-13 02:24:56,population_health,success
L0008165,U0036,READ,model,2023-05-11 21:01:13,care,success
L0008166,U0038,SCORE,observation,2022-05-11 20:43:14,care,success
L0008167,U0081,READ,model,2024-07-12 19:37:20,research,success
L0008168,U0040,READ,medication,2021-03-25 17:44:04,population_health,success
L0008169,U0098,SCORE,medication,2022-05-29 06:41:25,population_health,success
L0008170,U0013,READ,patient,2023-09-14 18:21:06,research,denied
L0008171,U0055,SCORE,model,2023-06-07 05:10:06,research,success
L0008172,U0013,READ,encounter,2018-01-24 08:07:35,population_health,success
L0008173,U0077,WRITE,observation,2020-08-23 04:50:39,governance,success
L0008174,U0039,READ,patient,2025-08-10 23:23:25,research,success
L0008175,U0061,SCORE,consent,2022-04-25 12:10:44,population_health,success
L0008176,U0036,SCORE,patient,2022-01-04 03:00:59,care,success
L0008177,U0008,READ,consent,2024-01-14 11:17:05,population_health,success
L0008178,U0084,SCORE,encounter,2019-01-10 09:32:38,governance,success
L0008179,U0030,READ,condition,2018-10-20 17:58:46,population_health,success
L0008180,U0095,READ,patient,2024-10-03 08:14:33,care,denied
L0008181,U0045,READ,model,2019-11-09 20:09:42,research,success
L0008182,U0090,READ,model,2023-10-28 07:23:46,care,success
L0008183,U0014,READ,condition,2021-02-28 06:51:29,governance,success
L0008184,U0040,READ,observation,2019-12-01 06:57:44,research,success
L0008185,U0035,READ,encounter,2019-04-26 14:19:32,governance,success
L0008186,U0062,READ,encounter,2024-01-06 16:41:54,research,success
L0008187,U0050,SCORE,encounter,2025-03-22 13:20:29,care,success
L0008188,U0058,SCORE,medication,2018-02-03 20:36:00,population_health,success
L0008189,U0019,SCORE,consent,2023-12-09 06:40:03,care,success
L0008190,U0080,READ,observation,2023-07-19 09:47:28,care,success
L0008191,U0012,SCORE,medication,2022-12-28 05:27:30,research,success
L0008192,U0069,READ,encounter,2024-02-24 02:33:40,population_health,success
L0008193,U0048,READ,model,2023-12-29 02:51:05,care,success
L0008194,U0029,READ,consent,2020-11-08 14:55:00,population_health,success
L0008195,U0036,READ,patient,2019-06-16 23:42:49,research,success
L0008196,U0028,READ,model,2020-06-11 10:58:11,research,success
L0008197,U0069,WRITE,encounter,2018-07-01 05:09:16,population_health,success
L0008198,U0008,READ,encounter,2019-10-17 12:05:05,research,success
L0008199,U0063,READ,observation,2025-03-31 11:12:26,population_health,denied
L0008200,U0013,SCORE,condition,2022-10-09 04:54:20,governance,success
L0008201,U0098,READ,patient,2018-05-11 10:20:58,care,success
L0008202,U0054,SCORE,medication,2020-11-20 00:10:07,research,success
L0008203,U0089,READ,medication,2019-10-13 23:01:18,research,success
L0008204,U0085,READ,outcome,2021-06-12 19:56:24,population_health,success
L0008205,U0050,READ,consent,2022-09-28 17:36:46,care,success
L0008206,U0100,READ,patient,2019-12-15 18:21:43,population_health,success
L0008207,U0017,READ,model,2021-12-09 01:05:54,care,success
L0008208,U0055,READ,observation,2019-12-26 10:31:01,research,success
L0008209,U0039,READ,model,2022-01-31 22:45:06,research,success
L0008210,U0095,READ,model,2018-12-29 11:45:12,governance,success
L0008211,U0045,READ,encounter,2024-08-18 21:50:20,research,success
L0008212,U0072,READ,observation,2023-11-29 03:40:53,population_health,success
L0008213,U0009,READ,encounter,2021-02-16 20:46:08,population_health,success
L0008214,U0065,READ,observation,2021-01-16 20:36:03,population_health,success
L0008215,U0057,SCORE,condition,2025-05-07 17:41:56,research,success
L0008216,U0083,READ,encounter,2020-09-26 20:56:58,research,success
L0008217,U0083,WRITE,consent,2024-08-27 21:11:48,research,success
L0008218,U0044,READ,patient,2023-05-11 14:23:00,research,success
L0008219,U0077,WRITE,encounter,2021-01-25 17:41:11,population_health,success
L0008220,U0039,READ,observation,2018-04-19 21:12:23,research,success
L0008221,U0016,READ,consent,2021-01-31 20:34:12,governance,denied
L0008222,U0011,SCORE,medication,2020-02-08 02:18:16,population_health,success
L0008223,U0017,READ,observation,2023-09-13 05:33:47,governance,success
L0008224,U0077,READ,model,2020-04-16 21:37:06,governance,success
L0008225,U0035,READ,medication,2019-06-28 09:31:30,governance,success
L0008226,U0049,READ,outcome,2025-09-12 19:48:50,care,success
L0008227,U0008,ADMIN,medication,2023-11-04 09:36:37,governance,success
L0008228,U0041,READ,medication,2020-09-22 16:04:28,care,success
L0008229,U0084,ADMIN,model,2021-06-09 03:04:47,governance,success
L0008230,U0075,READ,encounter,2025-03-27 01:30:45,population_health,success
L0008231,U0012,READ,patient,2019-03-09 13:17:50,population_health,success
L0008232,U0033,READ,medication,2020-06-06 02:07:37,population_health,success
L0008233,U0079,READ,encounter,2022-09-29 11:52:35,care,success
L0008234,U0022,READ,condition,2020-03-23 10:09:01,care,success
L0008235,U0093,READ,consent,2023-06-24 18:00:01,research,success
L0008236,U0017,SCORE,model,2021-07-03 01:09:11,population_health,success
L0008237,U0006,READ,outcome,2024-01-25 05:06:54,care,success
L0008238,U0072,ADMIN,patient,2020-11-27 07:05:58,care,success
L0008239,U0056,WRITE,medication,2021-10-26 02:03:54,care,success
L0008240,U0069,READ,outcome,2021-09-17 13:13:04,research,success
L0008241,U0097,READ,medication,2025-08-01 03:15:43,care,success
L0008242,U0089,ADMIN,patient,2019-03-15 05:28:49,governance,success
L0008243,U0073,READ,consent,2022-05-25 11:11:54,research,success
L0008244,U0021,READ,patient,2019-10-15 17:35:56,care,denied
L0008245,U0085,READ,medication,2020-02-17 11:39:18,population_health,success
L0008246,U0003,READ,consent,2024-07-19 16:15:46,research,success
L0008247,U0064,READ,patient,2024-09-05 03:27:33,governance,success
L0008248,U0085,WRITE,medication,2023-09-02 03:16:12,governance,success
L0008249,U0086,READ,condition,2019-07-05 15:37:29,population_health,error
L0008250,U0045,READ,patient,2024-03-24 20:44:36,population_health,success
L0008251,U0096,ADMIN,medication,2019-01-23 14:08:29,research,success
L0008252,U0046,READ,encounter,2022-05-12 09:00:49,research,success
L0008253,U0086,READ,encounter,2023-04-12 10:27:12,care,success
L0008254,U0010,SCORE,condition,2020-02-07 18:08:21,research,success
L0008255,U0081,READ,encounter,2021-08-24 12:23:39,care,success
L0008256,U0034,READ,encounter,2020-12-18 07:22:21,governance,success
L0008257,U0087,READ,condition,2019-07-02 07:21:21,population_health,success
L0008258,U0065,READ,patient,2020-04-16 16:44:00,care,success
L0008259,U0053,READ,observation,2019-02-15 16:46:23,research,success
L0008260,U0094,READ,consent,2022-09-20 07:31:33,governance,success
L0008261,U0031,READ,consent,2023-04-02 08:39:01,care,success
L0008262,U0076,READ,encounter,2021-03-02 06:01:02,governance,success
L0008263,U0055,ADMIN,outcome,2019-03-16 10:12:40,care,success
L0008264,U0045,WRITE,outcome,2025-09-19 01:42:52,care,success
L0008265,U0014,WRITE,consent,2018-09-22 07:09:28,care,success
L0008266,U0064,READ,outcome,2024-07-10 05:35:29,care,success
L0008267,U0004,WRITE,observation,2021-12-11 21:38:13,care,success
L0008268,U0023,ADMIN,model,2025-09-10 00:56:45,population_health,success
L0008269,U0032,READ,outcome,2022-09-04 16:47:58,population_health,success
L0008270,U0032,READ,consent,2019-03-30 01:36:32,research,success
L0008271,U0012,READ,patient,2021-08-12 12:45:04,governance,success
L0008272,U0063,READ,outcome,2021-02-28 06:48:29,governance,success
L0008273,U0077,READ,medication,2024-09-09 02:31:12,governance,success
L0008274,U0023,READ,patient,2018-01-14 15:02:24,population_health,success
L0008275,U0001,SCORE,encounter,2023-09-30 00:44:39,population_health,success
L0008276,U0024,SCORE,observation,2023-11-26 04:01:33,governance,success
L0008277,U0086,READ,patient,2022-06-12 21:40:16,population_health,success
L0008278,U0099,READ,encounter,2025-04-17 07:12:06,care,success
L0008279,U0046,READ,observation,2024-09-07 04:42:11,care,success
L0008280,U0062,READ,model,2021-07-17 01:00:22,governance,success
L0008281,U0005,READ,outcome,2018-01-02 00:58:40,governance,success
L0008282,U0005,WRITE,model,2023-03-27 18:20:12,care,success
L0008283,U0057,SCORE,observation,2022-03-12 18:11:31,research,success
L0008284,U0073,READ,outcome,2023-06-30 23:04:09,governance,success
L0008285,U0100,READ,consent,2021-04-13 10:28:24,governance,success
L0008286,U0008,READ,outcome,2019-08-14 20:47:54,care,success
L0008287,U0030,READ,condition,2025-03-06 20:45:11,care,success
L0008288,U0060,READ,patient,2018-04-06 03:32:35,governance,success
L0008289,U0008,READ,encounter,2020-09-26 11:12:11,care,success
L0008290,U0056,READ,condition,2020-10-24 06:22:19,governance,success
L0008291,U0059,READ,outcome,2018-04-04 15:13:01,population_health,success
L0008292,U0089,READ,model,2023-01-22 04:22:03,governance,success
L0008293,U0065,READ,observation,2019-06-19 10:16:48,governance,success
L0008294,U0098,READ,outcome,2018-01-17 07:38:39,governance,success
L0008295,U0079,SCORE,condition,2025-03-31 04:51:49,population_health,success
L0008296,U0079,ADMIN,medication,2025-09-03 00:41:32,population_health,success
L0008297,U0001,READ,outcome,2019-11-28 16:36:47,research,success
L0008298,U0079,READ,outcome,2021-11-06 06:49:10,care,success
L0008299,U0078,READ,medication,2020-09-04 04:22:16,population_health,success
L0008300,U0026,READ,outcome,2018-01-05 19:30:58,care,success
L0008301,U0013,READ,condition,2019-03-09 15:28:53,population_health,success
L0008302,U0075,READ,patient,2021-07-24 07:46:13,research,success
L0008303,U0044,ADMIN,outcome,2022-01-26 11:19:03,care,success
L0008304,U0038,READ,observation,2024-09-28 08:14:53,research,success
L0008305,U0064,WRITE,observation,2022-12-25 13:45:25,population_health,success
L0008306,U0038,READ,condition,2022-09-07 20:49:09,population_health,denied
L0008307,U0079,READ,model,2024-03-30 16:53:53,governance,success
L0008308,U0065,READ,outcome,2023-03-04 21:43:06,care,success
L0008309,U0004,READ,model,2022-05-16 18:16:04,governance,success
L0008310,U0070,ADMIN,patient,2020-05-27 00:40:07,research,success
L0008311,U0047,READ,condition,2020-11-11 05:36:26,care,success
L0008312,U0057,READ,model,2019-01-30 23:31:45,population_health,success
L0008313,U0087,WRITE,consent,2020-05-21 04:46:43,care,success
L0008314,U0100,READ,outcome,2023-06-09 15:49:06,population_health,success
L0008315,U0017,READ,medication,2022-03-10 07:31:42,research,success
L0008316,U0022,ADMIN,encounter,2019-09-28 00:50:56,governance,success
L0008317,U0079,READ,outcome,2025-07-29 13:55:25,care,success
L0008318,U0072,READ,outcome,2023-03-21 07:52:36,population_health,success
L0008319,U0018,SCORE,observation,2020-02-13 20:05:04,care,success
L0008320,U0043,SCORE,observation,2021-11-06 13:16:54,research,success
L0008321,U0079,READ,observation,2024-08-29 04:18:49,research,success
L0008322,U0001,READ,encounter,2021-09-09 10:34:18,care,success
L0008323,U0011,WRITE,condition,2025-09-12 20:21:15,governance,success
L0008324,U0054,READ,condition,2022-10-28 18:29:54,research,success
L0008325,U0023,READ,consent,2022-01-02 08:12:54,governance,success
L0008326,U0013,WRITE,consent,2025-07-01 01:26:09,governance,success
L0008327,U0022,SCORE,observation,2021-06-21 05:30:01,population_health,success
L0008328,U0024,READ,outcome,2022-12-09 07:17:25,research,success
L0008329,U0082,READ,consent,2022-07-18 22:37:04,population_health,success
L0008330,U0052,READ,model,2024-11-28 02:58:22,care,success
L0008331,U0006,READ,consent,2020-08-20 05:55:55,care,success
L0008332,U0023,WRITE,patient,2024-01-17 02:24:07,population_health,success
L0008333,U0046,WRITE,model,2024-07-25 05:15:58,care,success
L0008334,U0063,READ,medication,2025-08-25 19:57:05,research,success
L0008335,U0081,READ,condition,2018-07-03 22:36:04,population_health,error
L0008336,U0049,READ,model,2019-04-27 07:32:57,care,success
L0008337,U0011,READ,condition,2021-03-17 14:11:40,care,success
L0008338,U0027,READ,encounter,2022-03-06 05:31:39,research,success
L0008339,U0069,READ,consent,2020-10-23 16:29:32,care,success
L0008340,U0076,SCORE,condition,2022-10-31 09:45:21,governance,success
L0008341,U0082,SCORE,consent,2020-08-23 06:13:22,care,success
L0008342,U0016,READ,patient,2020-03-10 19:05:40,governance,success
L0008343,U0085,SCORE,consent,2020-03-01 13:14:35,population_health,success
L0008344,U0035,READ,observation,2019-02-03 00:53:26,research,success
L0008345,U0095,READ,encounter,2020-06-23 02:58:55,population_health,success
L0008346,U0064,READ,consent,2022-03-06 09:54:08,research,success
L0008347,U0063,READ,outcome,2023-04-16 06:43:45,governance,success
L0008348,U0071,READ,encounter,2023-05-30 12:28:55,care,success
L0008349,U0061,READ,medication,2020-06-27 03:14:39,care,success
L0008350,U0082,ADMIN,medication,2024-07-08 03:42:52,population_health,error
L0008351,U0024,READ,encounter,2025-09-18 16:11:16,population_health,success
L0008352,U0013,ADMIN,patient,2021-03-23 23:35:24,care,success
L0008353,U0073,READ,observation,2025-08-02 21:43:08,care,success
L0008354,U0005,READ,model,2019-06-13 10:53:15,governance,success
L0008355,U0059,WRITE,medication,2019-01-31 00:01:49,governance,success
L0008356,U0045,READ,observation,2025-04-03 09:56:34,research,success
L0008357,U0001,WRITE,patient,2022-06-18 06:34:00,care,success
L0008358,U0066,READ,model,2018-12-20 00:38:36,research,success
L0008359,U0047,READ,consent,2024-06-20 14:00:18,governance,success
L0008360,U0041,ADMIN,consent,2024-08-09 22:29:04,population_health,success
L0008361,U0091,READ,outcome,2024-01-08 09:19:08,population_health,success
L0008362,U0046,READ,medication,2023-03-18 19:43:00,research,success
L0008363,U0062,READ,condition,2020-02-02 07:49:40,population_health,denied
L0008364,U0040,SCORE,model,2023-10-13 21:14:29,care,denied
L0008365,U0052,READ,observation,2024-05-17 12:32:40,governance,success
L0008366,U0077,READ,observation,2021-03-18 13:17:21,governance,success
L0008367,U0020,READ,observation,2023-09-05 01:29:44,governance,success
L0008368,U0047,READ,condition,2020-12-09 17:15:10,population_health,success
L0008369,U0070,SCORE,observation,2024-05-12 04:32:50,population_health,success
L0008370,U0070,READ,observation,2018-03-22 15:52:48,research,success
L0008371,U0027,READ,consent,2023-03-28 03:25:57,care,success
L0008372,U0070,ADMIN,outcome,2023-10-04 13:44:00,care,error
L0008373,U0047,READ,patient,2021-09-20 11:08:20,care,success
L0008374,U0058,SCORE,encounter,2025-06-17 20:15:14,research,success
L0008375,U0058,READ,encounter,2019-06-06 02:44:55,population_health,success
L0008376,U0033,READ,condition,2023-11-21 07:31:21,research,success
L0008377,U0056,READ,outcome,2025-08-29 08:19:30,research,success
L0008378,U0053,SCORE,condition,2022-03-08 14:27:46,population_health,success
L0008379,U0062,WRITE,medication,2018-03-31 01:50:26,population_health,error
L0008380,U0095,READ,outcome,2024-03-17 13:51:35,population_health,success
L0008381,U0020,SCORE,patient,2025-05-26 07:58:02,care,success
L0008382,U0052,READ,condition,2023-04-29 05:40:29,population_health,success
L0008383,U0050,READ,patient,2022-12-22 02:22:40,population_health,success
L0008384,U0023,READ,medication,2019-02-21 12:55:47,governance,success
L0008385,U0028,READ,observation,2024-05-05 14:23:49,population_health,success
L0008386,U0069,READ,medication,2022-08-29 05:11:09,population_health,success
L0008387,U0059,READ,model,2020-07-06 06:44:09,research,success
L0008388,U0010,READ,observation,2024-09-06 17:42:13,governance,success
L0008389,U0084,SCORE,patient,2018-11-30 04:18:17,research,success
L0008390,U0078,READ,patient,2019-12-28 21:36:49,population_health,error
L0008391,U0067,READ,condition,2020-01-30 17:04:51,governance,success
L0008392,U0082,READ,condition,2023-06-27 08:55:01,governance,success
L0008393,U0026,ADMIN,medication,2024-01-21 01:09:43,research,success
L0008394,U0077,ADMIN,outcome,2019-05-04 11:31:38,research,success
L0008395,U0073,SCORE,patient,2024-10-27 16:25:17,governance,success
L0008396,U0063,READ,consent,2025-07-08 12:46:49,population_health,success
L0008397,U0025,READ,model,2021-08-17 19:09:04,research,success
L0008398,U0098,WRITE,outcome,2022-01-14 08:20:00,population_health,success
L0008399,U0083,READ,model,2020-10-13 12:36:46,care,success
L0008400,U0052,WRITE,outcome,2024-05-16 01:04:59,population_health,success
L0008401,U0076,READ,condition,2024-06-29 03:33:21,care,success
L0008402,U0085,READ,observation,2022-05-18 14:51:51,governance,success
L0008403,U0015,WRITE,medication,2021-03-04 17:17:35,population_health,success
L0008404,U0070,READ,encounter,2022-09-21 04:12:28,care,success
L0008405,U0035,READ,encounter,2025-05-28 17:58:56,population_health,success
L0008406,U0075,READ,model,2024-09-08 03:33:19,care,success
L0008407,U0091,READ,patient,2024-08-26 01:30:32,care,success
L0008408,U0011,READ,consent,2020-08-04 00:31:10,care,success
L0008409,U0019,ADMIN,patient,2024-04-09 07:48:25,research,success
L0008410,U0076,READ,encounter,2018-07-22 08:25:34,population_health,success
L0008411,U0065,READ,consent,2025-03-06 06:24:56,population_health,success
L0008412,U0042,READ,condition,2022-05-31 18:25:21,governance,success
L0008413,U0065,READ,medication,2024-10-10 02:53:40,research,success
L0008414,U0074,WRITE,condition,2025-05-22 02:05:41,governance,success
L0008415,U0084,READ,model,2025-04-26 22:44:20,research,success
L0008416,U0044,READ,consent,2023-12-30 22:33:11,research,success
L0008417,U0086,READ,patient,2023-03-08 21:32:29,population_health,success
L0008418,U0002,ADMIN,patient,2023-01-21 16:50:12,care,denied
L0008419,U0048,READ,encounter,2022-10-30 23:36:09,population_health,success
L0008420,U0024,WRITE,medication,2020-07-13 09:04:40,research,success
L0008421,U0062,READ,outcome,2024-08-07 18:37:14,population_health,success
L0008422,U0023,READ,model,2021-06-12 12:47:39,research,success
L0008423,U0039,SCORE,consent,2020-12-16 15:05:50,care,denied
L0008424,U0002,READ,condition,2023-11-22 03:16:31,care,success
L0008425,U0005,READ,consent,2024-05-02 19:53:37,population_health,success
L0008426,U0078,READ,consent,2024-12-08 00:10:54,care,success
L0008427,U0070,READ,patient,2024-10-22 15:18:41,governance,success
L0008428,U0053,ADMIN,model,2023-11-20 10:42:57,care,success
L0008429,U0057,READ,patient,2022-03-27 16:22:17,research,success
L0008430,U0072,READ,patient,2018-03-08 08:51:29,research,success
L0008431,U0007,READ,patient,2019-04-24 02:56:24,research,success
L0008432,U0020,READ,encounter,2019-04-20 06:42:06,research,success
L0008433,U0071,READ,medication,2019-12-03 23:25:37,governance,success
L0008434,U0090,READ,encounter,2019-08-07 11:53:10,research,success
L0008435,U0032,READ,outcome,2021-08-20 03:14:36,governance,success
L0008436,U0060,READ,consent,2021-08-09 21:50:56,governance,success
L0008437,U0010,READ,outcome,2021-12-20 05:21:04,population_health,success
L0008438,U0080,READ,consent,2024-07-27 10:39:52,care,success
L0008439,U0084,READ,encounter,2022-06-27 00:45:34,governance,success
L0008440,U0063,WRITE,model,2022-08-21 21:18:30,care,success
L0008441,U0046,READ,condition,2019-04-01 00:18:05,research,success
L0008442,U0072,READ,outcome,2021-12-02 21:09:52,governance,success
L0008443,U0054,READ,condition,2019-04-26 00:47:23,governance,success
L0008444,U0011,ADMIN,consent,2019-07-18 11:30:23,care,success
L0008445,U0008,READ,medication,2019-03-25 19:21:08,population_health,success
L0008446,U0029,READ,consent,2020-07-27 09:51:08,research,success
L0008447,U0030,SCORE,consent,2021-12-30 13:57:51,governance,success
L0008448,U0022,READ,medication,2022-06-20 15:13:43,governance,success
L0008449,U0066,SCORE,patient,2021-09-13 21:22:51,care,success
L0008450,U0003,READ,condition,2022-10-27 14:01:07,research,success
L0008451,U0002,READ,outcome,2022-05-22 03:39:55,population_health,success
L0008452,U0098,READ,observation,2023-04-26 19:05:25,research,success
L0008453,U0099,SCORE,model,2019-12-16 15:47:07,governance,success
L0008454,U0090,READ,medication,2025-07-23 19:54:17,research,success
L0008455,U0003,READ,observation,2025-01-14 06:07:07,care,success
L0008456,U0012,READ,outcome,2024-06-28 07:25:06,governance,denied
L0008457,U0048,WRITE,consent,2019-01-04 13:44:45,governance,success
L0008458,U0082,READ,consent,2023-01-08 12:12:55,population_health,success
L0008459,U0062,SCORE,outcome,2021-11-14 11:22:21,population_health,success
L0008460,U0038,READ,consent,2024-08-02 22:40:05,research,success
L0008461,U0075,READ,medication,2023-07-30 18:48:16,care,success
L0008462,U0098,SCORE,consent,2023-12-23 11:49:20,population_health,success
L0008463,U0029,SCORE,patient,2018-03-27 02:26:54,population_health,denied
L0008464,U0027,SCORE,medication,2018-10-22 08:55:09,governance,success
L0008465,U0008,READ,outcome,2023-10-04 06:06:54,care,success
L0008466,U0045,ADMIN,model,2022-01-12 15:40:18,care,success
L0008467,U0031,READ,outcome,2022-03-31 06:07:15,care,success
L0008468,U0003,READ,model,2021-12-25 01:28:22,research,success
L0008469,U0006,READ,outcome,2024-08-05 10:55:40,governance,success
L0008470,U0058,SCORE,outcome,2021-07-28 09:04:02,care,success
L0008471,U0086,READ,outcome,2020-06-25 09:35:59,governance,success
L0008472,U0093,READ,outcome,2021-06-26 03:30:19,population_health,success
L0008473,U0093,READ,medication,2023-05-04 14:17:36,population_health,success
L0008474,U0055,SCORE,outcome,2022-04-04 20:21:02,research,success
L0008475,U0069,READ,condition,2020-11-12 21:56:05,care,success
L0008476,U0025,READ,consent,2021-03-13 02:01:16,research,success
L0008477,U0066,READ,outcome,2025-02-14 06:55:35,population_health,success
L0008478,U0043,READ,encounter,2021-12-08 01:29:23,care,success
L0008479,U0077,ADMIN,medication,2025-02-06 00:17:19,population_health,success
L0008480,U0078,READ,consent,2020-05-06 17:46:59,population_health,success
L0008481,U0036,READ,outcome,2021-06-05 18:12:54,governance,success
L0008482,U0072,READ,model,2022-10-04 20:59:42,governance,success
L0008483,U0083,WRITE,outcome,2018-08-30 03:06:09,population_health,success
L0008484,U0098,READ,medication,2025-08-08 17:21:43,governance,success
L0008485,U0004,ADMIN,encounter,2024-11-18 13:33:41,research,denied
L0008486,U0099,READ,medication,2020-05-04 03:26:15,research,success
L0008487,U0038,READ,outcome,2025-08-07 16:32:32,research,success
L0008488,U0002,READ,consent,2025-05-25 22:29:29,care,success
L0008489,U0016,WRITE,observation,2021-01-30 06:29:10,research,success
L0008490,U0049,READ,medication,2018-07-15 18:15:58,research,success
L0008491,U0024,SCORE,model,2022-05-05 07:55:35,governance,success
L0008492,U0093,READ,model,2019-04-22 19:27:14,governance,success
L0008493,U0077,WRITE,observation,2022-07-02 19:06:59,governance,success
L0008494,U0040,SCORE,encounter,2019-11-21 01:47:44,research,success
L0008495,U0019,READ,observation,2024-02-01 17:28:22,care,success
L0008496,U0057,READ,observation,2023-05-07 19:33:35,research,success
L0008497,U0052,READ,encounter,2020-11-24 22:12:00,governance,success
L0008498,U0075,READ,encounter,2024-11-26 00:08:24,care,success
L0008499,U0074,WRITE,encounter,2025-05-31 08:02:44,governance,success
L0008500,U0076,READ,medication,2025-07-23 06:20:22,research,success
L0008501,U0049,READ,encounter,2020-06-03 01:37:13,care,success
L0008502,U0043,READ,medication,2019-10-25 10:39:08,governance,success
L0008503,U0010,READ,condition,2023-03-04 09:45:28,population_health,success
L0008504,U0086,ADMIN,model,2020-10-10 21:35:56,population_health,success
L0008505,U0051,READ,outcome,2018-12-15 12:45:16,care,success
L0008506,U0100,READ,condition,2025-07-29 18:13:01,population_health,success
L0008507,U0019,READ,consent,2020-10-05 14:50:53,care,success
L0008508,U0076,READ,medication,2022-08-04 20:28:28,research,success
L0008509,U0020,WRITE,medication,2018-03-16 12:31:01,research,success
L0008510,U0068,READ,outcome,2025-03-01 07:19:26,care,success
L0008511,U0013,READ,model,2025-04-02 22:57:37,governance,success
L0008512,U0083,READ,model,2019-12-24 21:58:12,research,success
L0008513,U0057,READ,observation,2024-03-14 16:32:38,care,success
L0008514,U0030,READ,medication,2018-01-22 22:44:57,care,success
L0008515,U0030,ADMIN,condition,2025-07-29 11:57:04,care,success
L0008516,U0084,WRITE,patient,2023-08-17 05:26:16,research,success
L0008517,U0048,SCORE,encounter,2018-04-25 06:29:38,governance,success
L0008518,U0062,SCORE,outcome,2018-02-07 12:02:31,population_health,denied
L0008519,U0057,SCORE,encounter,2025-02-28 18:07:52,care,success
L0008520,U0069,READ,consent,2022-02-14 04:10:51,research,success
L0008521,U0054,READ,patient,2023-02-23 05:58:00,research,success
L0008522,U0078,READ,medication,2018-07-06 10:01:05,care,success
L0008523,U0062,READ,condition,2019-08-17 19:16:58,population_health,success
L0008524,U0067,READ,encounter,2020-08-18 04:27:14,population_health,success
L0008525,U0060,READ,patient,2019-09-27 15:13:07,population_health,success
L0008526,U0060,WRITE,outcome,2020-02-04 08:06:26,population_health,success
L0008527,U0048,WRITE,patient,2022-02-13 22:48:15,population_health,success
L0008528,U0079,READ,encounter,2024-09-04 01:46:37,research,success
L0008529,U0059,READ,medication,2021-10-17 23:12:02,population_health,success
L0008530,U0069,READ,patient,2019-04-01 09:01:59,population_health,success
L0008531,U0028,READ,model,2021-08-02 12:34:11,governance,success
L0008532,U0041,READ,observation,2019-08-07 03:29:45,research,success
L0008533,U0074,READ,condition,2022-02-11 20:14:28,population_health,success
L0008534,U0016,WRITE,observation,2020-06-27 10:15:06,population_health,success
L0008535,U0080,READ,patient,2022-03-01 13:07:02,research,success
L0008536,U0100,READ,model,2020-10-07 16:37:19,care,success
L0008537,U0011,SCORE,observation,2021-04-12 12:18:51,governance,success
L0008538,U0002,SCORE,model,2020-08-02 09:29:12,governance,success
L0008539,U0062,READ,condition,2022-06-30 16:55:37,research,success
L0008540,U0075,SCORE,encounter,2021-03-21 07:51:12,care,success
L0008541,U0055,READ,outcome,2025-04-22 21:10:46,care,success
L0008542,U0071,READ,patient,2018-11-07 19:38:04,governance,success
L0008543,U0003,ADMIN,condition,2019-11-01 16:30:49,governance,denied
L0008544,U0077,READ,outcome,2025-05-02 07:27:26,care,success
L0008545,U0019,READ,condition,2022-04-14 05:10:25,governance,success
L0008546,U0072,READ,condition,2025-01-15 05:20:03,research,success
L0008547,U0064,WRITE,encounter,2023-07-07 11:37:09,population_health,success
L0008548,U0032,READ,consent,2022-11-19 15:11:24,governance,success
L0008549,U0068,READ,encounter,2021-08-28 00:19:48,population_health,success
L0008550,U0092,WRITE,condition,2018-11-23 06:45:05,population_health,success
L0008551,U0051,READ,model,2021-09-25 16:42:13,population_health,success
L0008552,U0023,SCORE,model,2018-04-20 15:03:46,care,success
L0008553,U0086,READ,encounter,2022-10-02 23:10:37,research,success
